Basin Hopping of Pt cluster on Amorphous Silica
frame,symbol,x,y,z
0,Si,16.27445858,8.40733990,5.32573620
0,O,3.33503701,13.30506041,8.54386680
0,O,11.50981435,3.52074474,7.97083590
0,O,15.32195763,8.75179779,6.63137190
0,O,10.75136515,20.36195423,4.56203670
0,O,5.42082581,18.26076110,3.04591380
0,O,13.31789735,15.87758319,5.98931760
0,O,15.78451537,18.83243283,2.48108370
0,O,15.30505566,18.35896369,9.30175740
0,O,15.51536753,14.64309746,6.84835140
0,Si,18.43149240,16.55430388,4.35667500
0,Si,18.40817196,19.74021843,8.24658780
0,O,5.22056955,6.55625316,6.16255950
0,O,2.47581783,1.43303040,3.05445630
0,O,11.97879056,3.69382948,10.91184780
0,O,16.92957042,14.64866013,11.67349710
0,O,4.18933537,5.89686234,8.54044980
0,O,13.12641300,11.50446563,4.27330020
0,Si,18.86645072,11.40455145,11.01196590
0,O,6.93986371,9.88572749,7.11931950
0,O,7.04041974,7.03335943,4.36009200
0,O,6.17392629,20.54744801,4.19129220
0,O,10.83437736,12.82089382,4.65361230
0,O,18.45053386,9.81277089,10.89886320
0,O,12.56415503,1.24133210,9.69744600
0,Si,13.12769669,2.64269805,10.33027440
0,Si,16.34998258,21.05621873,6.10652070
0,Si,12.80827083,12.05730984,7.92299790
0,Si,13.18118394,13.39983982,10.82300580
0,Si,20.64329716,1.58044126,6.44377860
0,Si,6.93323129,3.16430571,4.21452780
0,Si,6.29074245,19.59858420,7.45076850
0,O,9.41268626,2.94778932,6.45539640
0,O,10.84357717,17.01814531,10.82061390
0,O,10.83994003,8.47024091,11.95915830
0,O,2.18121005,17.97021836,10.62823680
0,O,6.75436993,9.12471090,9.67660230
0,O,16.56778266,2.84980068,11.27644170
0,O,10.54768570,15.30441382,5.80309110
0,O,0.08493775,19.01001050,5.51196270
0,O,18.73380234,16.25969610,12.81511680
0,O,12.93578444,12.53826720,9.47089890
0,Si,15.91823350,18.50936984,4.09083240
0,Si,16.63966953,14.63839058,8.02960830
0,Si,20.40581377,18.09773196,6.35220300
0,O,17.01664766,17.30719041,4.17113190
0,O,18.82858175,7.22206244,11.29079310
0,O,17.39105841,9.66621582,5.24099460
0,O,13.31276258,5.42232346,7.59462420
0,O,19.22224790,17.49974451,5.40364380
0,O,18.82515856,2.18548904,9.97012260
0,Si,15.54489249,2.01946461,12.23080980
0,Si,3.50448462,18.85767881,11.09397390
0,Si,1.49464771,0.24283212,2.53746420
0,O,9.69959186,19.49396314,11.28600930
0,O,2.07851454,1.25866197,10.73006340
0,O,0.94158955,9.33609251,6.93958530
0,O,13.01366187,17.20642043,9.30824970
0,O,0.08301221,2.96490524,6.55448940
0,O,4.66002317,6.18355400,3.53010270
0,Si,9.86668603,6.94050556,7.80955350
0,Si,0.66153031,5.99934391,9.41075970
0,Si,9.91354086,3.75929788,7.77914220
0,Si,4.33289515,7.07850266,7.40839770
0,Si,1.91334591,14.00852472,9.04445730
0,Si,2.95784493,2.93794767,3.45390360
0,O,9.41011887,18.44839437,5.88304890
0,O,8.47687333,0.27834765,4.65668760
0,O,2.56738800,2.95121251,7.12820370
0,O,2.36820148,20.14886102,6.07269240
0,O,6.83374501,19.01921030,8.92896270
0,O,7.61273332,16.64009742,4.93448970
0,O,12.36154532,0.29289618,7.21602060
0,O,6.47345489,1.79866924,5.03426610
0,Si,0.95421254,10.95162141,6.77249400
0,O,8.56202503,7.42146291,8.64603510
0,O,10.84464691,4.48479894,4.82924610
0,O,14.54575066,6.83930768,2.09325420
0,O,18.16191666,15.02649407,4.92458040
0,O,18.05237477,14.08832770,7.41352320
0,O,13.12619905,5.42403505,3.98285520
0,O,8.18012607,16.54767146,2.36934780
0,Si,8.14696397,17.45224783,6.22099020
0,O,8.74602117,0.57958784,10.34325900
0,O,6.82454520,11.60373796,10.63472910
0,O,5.13049702,2.85365176,7.40019690
0,Si,10.01687823,21.01984740,10.70990310
0,Si,13.80249184,18.49845844,8.71745040
0,Si,5.78325542,6.05368695,4.71785190
0,Si,13.76847395,0.53594224,3.17883510
0,Si,12.29736062,21.28771155,8.80492560
0,Si,3.48758265,10.13882916,3.01140210
0,Si,11.47408487,11.39257030,4.11304290
0,Si,9.96253519,0.31215159,4.01634180
0,O,15.89491306,11.69445234,4.37102640
0,O,13.23873622,0.85729364,4.70384220
0,O,17.21476444,20.35275442,7.30691280
0,O,3.24111340,8.38230787,11.58431340
0,O,1.23106255,15.40561169,5.30933460
0,O,14.35640580,13.88015532,4.57672980
0,O,14.85084194,0.09092833,6.64743180
0,O,13.79329203,18.34805229,7.10291790
0,Si,17.12255242,5.39408219,4.55076060
0,Si,14.36432191,5.42446295,2.92119330
0,O,9.12128772,7.70558718,2.94374550
0,O,11.02671751,5.70559193,2.38677450
0,O,19.68630329,19.11976633,7.40839770
0,O,11.32089739,7.20965340,4.63618560
0,O,8.54597886,3.41056101,3.99720660
0,O,16.73637447,16.15207975,8.63168370
0,O,13.40668619,20.36409372,2.75171010
0,O,4.18462849,10.93407759,10.91628990
0,O,1.12708333,14.64159981,7.77196650
0,Si,12.01387820,5.29480985,11.31266190
0,Si,10.75072330,18.30547644,11.85220620
0,Si,1.26828967,3.93794529,7.08549120
0,Si,3.13884578,0.39944278,9.88059720
0,O,18.82729805,20.91223106,9.30824970
0,O,3.98950700,0.76529557,6.27258690
0,O,6.92745467,1.90307636,9.11245560
0,O,0.85387046,12.93321705,9.77193660
0,O,19.40003952,1.90393215,5.41560330
0,Si,17.86902048,2.26871520,4.93414800
0,Si,21.08060892,11.85020721,9.28296390
0,Si,6.28881691,19.63324393,2.83132620
0,Si,18.18523710,3.04192688,11.20844340
0,Si,5.39579378,12.04768214,11.35605780
0,Si,0.93431528,20.40003715,5.31719370
0,O,9.22462508,3.13413890,9.11382240
0,O,3.88809518,2.94907302,4.83471330
0,O,2.57487621,21.29648346,8.42529690
0,O,7.12300406,18.16213061,11.45856780
0,Si,3.41419814,20.85596247,7.08309930
0,Si,5.42745823,2.52673769,8.98431810
0,Si,0.89473472,11.83630053,3.75664980
0,Si,16.65314831,1.21266293,2.27640540
0,O,6.37268491,3.04235478,2.65295880
0,O,18.33500140,5.70366639,3.51609300
0,O,19.30247878,16.45075256,2.95092120
0,O,2.37397810,15.20899256,10.06374840
0,O,10.17263310,18.06649541,3.32713290
0,O,9.98136270,0.28669166,2.37413160
0,O,4.68163202,18.24771021,10.16147460
0,O,16.93213781,1.14441320,5.69682240
0,Si,7.51089359,7.66236949,9.87068790
0,Si,1.87504904,14.92208695,3.89298810
0,O,20.36088448,14.18225131,6.16871010
0,O,6.47816177,6.38038708,9.87615510
0,O,20.24791941,1.15211537,7.95785130
0,O,17.40817433,12.16834938,11.29489350
0,O,7.80742691,14.05965854,10.24621620
0,O,10.46445954,5.89536470,11.29591860
0,Si,3.90820638,2.39687065,6.38979000
0,Si,5.91633170,9.67862486,8.34670590
0,Si,3.28903798,6.89942735,2.94887100
0,Si,11.84271900,16.19551140,9.80405640
0,Si,5.08792117,5.51688891,9.86317050
0,O,14.06950019,2.27449182,11.58431340
0,O,19.50080950,12.17540969,9.68582820
0,O,20.92014717,11.52115365,2.94818760
0,O,10.82218227,20.82001904,9.29629020
0,O,8.76763002,14.44861782,3.97909650
0,O,8.08363507,2.84487985,11.47872810
0,O,9.99291594,8.08470481,6.63068850
0,O,0.57787625,11.49890295,5.30728440
0,O,2.01133455,10.83330761,3.12826350
0,O,4.55903924,12.54853675,6.18511170
0,Si,14.81725194,8.41247468,2.44998900
0,Si,18.74856482,13.88464825,5.95138890
0,Si,10.57357353,18.75241590,4.78004130
0,Si,8.21307421,12.46894772,10.48301430
0,O,20.93533755,5.41997002,4.09014900
0,O,4.37718259,10.47002221,4.37034300
0,O,7.89685759,19.29349292,2.56275000
0,O,6.74517012,11.59860319,5.02948230
0,O,15.32003209,8.54512306,4.00199040
0,O,3.51582392,15.02178719,3.98422200
0,Si,13.87159736,9.07314919,7.31613870
0,Si,18.14437284,8.54918809,11.90721990
0,Si,16.66512946,17.51557673,9.52898790
0,Si,13.41160701,17.50466533,5.76413730
0,O,13.02179194,6.07936084,10.25680890
0,O,9.59796609,5.34380417,7.49758140
0,O,5.41355155,3.91334116,9.87034620
0,O,14.75392304,13.21370419,11.29831050
0,O,11.31512076,7.03357337,8.54796720
0,O,8.36176877,7.69317814,11.28498420
0,O,6.27662181,4.49057556,4.92013830
0,Si,12.88400878,6.60653117,8.70719940
0,Si,9.89578310,3.15767329,4.90066140
0,Si,11.52436288,5.72762868,3.95005200
0,O,12.63390240,8.73767716,6.34195200
0,O,10.94092396,11.31169758,2.55830790
0,O,5.03678736,8.36626170,8.06343660
0,O,13.78580381,7.97794426,8.55138420
0,O,1.22956490,20.53503897,3.71291220
0,O,18.34848019,12.35919188,5.40569400
0,Si,10.37374516,14.38272153,4.42740690
0,Si,0.09991418,10.28859346,11.59046400
0,O,14.45546418,12.54489962,2.26854630
0,O,13.69466154,10.65701364,7.78016730
0,O,1.62387291,3.89002072,3.60698520
0,O,20.34355461,5.33353462,12.62205630
0,O,17.68951727,1.91912253,3.33020820
0,O,10.63369320,1.76015842,4.44073320
0,O,13.22718298,19.97235310,9.11416410
0,O,4.94414744,12.83330287,3.52121850
0,O,1.42618403,5.13285046,5.98111680
0,O,16.34613150,19.87457841,4.93756500
0,O,17.49632132,3.88916492,5.22766830
0,Si,19.54852013,5.75308861,11.24261340
0,Si,0.68763209,1.08343774,11.57611260
0,Si,6.95419830,0.20410735,5.18973960
0,Si,7.70772667,10.57549907,5.88031530
0,O,4.26207803,5.90221106,11.21869440
0,O,0.47325519,2.56139743,12.24584460
0,O,15.40710934,0.57423912,3.13509750
0,O,6.93301734,9.04127079,2.46844080
0,O,16.82751675,17.21134125,11.10798360
0,O,1.33932074,13.38999816,3.59741760
0,O,18.35853579,4.65831158,11.00786550
0,O,2.84466590,7.61294727,7.03765320
0,O,0.66088846,7.39279375,8.55240930
0,O,13.89855494,3.41847712,9.12373170
0,Si,2.91698067,6.76763477,11.62941780
0,Si,2.92746417,9.82753337,10.83701550
0,Si,14.46851507,12.39320977,3.89913870
0,Si,5.14911058,11.86860683,4.81216110
0,Si,3.86370499,12.05345876,7.60248330
0,Si,0.20517709,15.23188511,6.56849910
0,Si,16.34955468,13.38678893,10.85854260
0,O,4.94371954,11.03206624,8.35012290
0,O,16.26333324,13.58897074,9.22726680
0,O,15.70492634,5.13242256,3.79902060
0,O,21.30247403,10.36197797,9.95269590
0,O,5.31342341,13.68717333,11.00000640
0,O,6.27833340,16.24429177,9.87000450
0,O,1.71223385,6.27212888,10.63472910
0,O,9.11551109,11.88080192,9.22863360
0,O,16.06650015,0.47218544,12.24516120
0,Si,19.84933242,5.92467571,2.97962400
0,Si,13.53633928,1.01540195,6.29650590
0,Si,1.79246472,8.43686487,8.02106580
0,Si,19.54638064,11.17498417,2.17082010
0,Si,1.13713894,5.25736878,4.38127740
0,O,8.93301260,11.40369565,6.53398740
0,O,1.42019346,15.88528535,2.65432560
0,O,21.20748068,11.69274075,7.68141600
0,O,10.94220766,9.98521378,4.84120560
0,O,21.10478516,16.74450454,7.02056820
0,O,3.43174196,20.44475249,10.73860590
0,O,11.95632592,18.06692330,5.28473220
0,O,4.38402896,1.42318875,9.58981050
0,H,15.30441382,12.71434722,1.83424560
0,H,11.28773529,10.56415977,2.04678300
0,H,6.56994589,9.91931749,2.65979280
0,H,9.65466257,8.39514481,2.51764560
0,H,9.95611672,12.50403536,11.93113890
0,H,12.76526708,12.22033898,12.67946190
0,O,6.75244439,15.41502545,12.35689710
0,H,6.95184486,16.36923799,12.40712700
0,O,5.50897280,11.98114400,12.99758460
0,H,5.24774107,11.13989653,13.40010720
0,H,10.51965838,9.30635360,11.58636360
0,O,9.50960515,6.74880726,13.56241470
0,H,9.14845924,7.42830928,14.15218890
0,O,2.47795732,6.46104585,13.18688640
0,H,2.62793557,5.54534413,13.47049740
0,O,12.64952068,5.42317925,12.81853380
0,H,12.05709589,5.76720924,13.50432570
0,H,8.11957850,3.81342698,11.47155240
0,O,15.49932136,2.57209488,13.77529380
0,H,14.92058931,3.33867414,13.91436570
0,O,18.92421695,2.56268112,12.61624740
0,H,18.58018696,2.98972333,13.41719220
0,H,19.43619690,15.85982542,12.27864780
0,O,16.25627292,16.45160836,13.58257500
0,H,15.38849577,16.83479101,13.38712260
0,O,20.23465457,11.32260898,12.06132660
0,O,18.90731498,8.74666302,13.38131370
0,O,16.53889955,8.45719002,12.15836940
0,H,15.96016750,8.35770374,11.38612740
0,H,18.56777791,9.43750434,13.97108790
0,O,21.39147682,8.84978644,12.33947040
0,H,20.58296354,8.72933315,12.88892400
0,O,12.25970560,18.92293325,12.05517600
0,H,21.00401518,17.11442236,10.63780440
0,O,2.18976801,16.24835681,12.53321430
0,H,2.35878773,15.34164094,12.83391030
0,O,3.79481341,18.73594183,12.70645620
0,H,3.42960247,17.91758690,13.08984360
0,H,20.96956939,2.72870555,12.59061990
0,O,0.75909105,21.20855042,12.62308140
0,H,1.50898230,21.19828087,13.23609120
0,H,12.29051425,19.84248606,12.36851490
0,O,10.17092151,17.77894795,13.28837130
0,H,9.56501794,17.02349403,13.27572840
0,H,7.83802161,18.82858175,11.43259860
0,H,15.77018079,21.29584161,12.96819840
0,O,10.84785615,0.28733351,11.96530890
0,H,10.84807010,1.25331324,12.04560840
0,H,21.19870877,5.76913479,12.77547960
0,O,13.40326300,9.22911801,2.26547100
0,O,15.88207612,9.12642249,1.42283880
0,H,16.80034523,9.21585318,1.71601740
0,H,13.58533360,10.15444744,2.02491420
0,O,14.08019764,4.18441454,1.89301800
0,H,14.87373448,3.70880592,1.55234310
0,H,7.04812191,2.79353209,2.00236200
0,O,3.04706166,6.36861988,1.42044690
0,H,3.29460065,5.42703033,1.32545430
0,O,4.18270295,10.73553292,1.62785880
0,H,4.50426830,10.04362186,1.02851700
0,H,5.01154138,17.89448041,2.24872770
0,H,10.17348890,6.16494044,2.26752120
0,O,9.50382853,18.25797976,0.76028250
0,H,9.92659175,17.49717712,0.33554940
0,O,4.46725512,14.54425302,1.51202250
0,H,4.24731555,13.72097727,1.05038580
0,H,9.40477014,21.01834976,1.96033290
0,H,0.50128251,16.20086013,2.67790290
0,H,18.98455057,15.77831085,2.32800210
0,H,14.95482115,19.31873890,2.28494790
0,H,11.40262590,15.98883667,3.26801880
0,O,5.79694816,20.45202676,1.50621360
0,H,4.87204663,20.75626223,1.50142980
0,O,19.10607360,12.36924749,1.13615250
0,O,19.86409490,9.79437127,1.31827860
0,H,19.63966240,12.43343219,0.33042390
0,H,20.75904357,9.45440631,1.48366140
0,H,12.47964517,20.20833885,2.51012820
0,O,17.39747688,0.09370966,1.33433850
0,H,17.23658724,20.56199654,1.59027180
0,O,16.07848130,2.37804313,1.23285360
0,H,16.03654730,2.06995657,0.31402230
0,O,3.80101793,3.52374003,2.18346300
0,H,4.77341614,3.35044134,2.20601520
0,O,0.00363713,0.75973290,2.08710360
0,O,2.37568970,20.91993322,1.32989640
0,H,21.32301314,1.57979942,1.57831230
0,O,19.88442006,5.03550366,1.59813090
0,O,20.16169796,7.51174939,2.75341860
0,H,20.64179952,5.19703516,1.01621580
0,H,19.55429675,8.02586884,2.19473910
0,H,1.93923374,20.17175357,0.89491230
0,O,13.11357606,1.52331688,2.08334490
0,H,13.21049495,2.49485929,2.16808650
0,Pt,10.69755697,10.83943112,16.41640053
0,Pt,13.05544072,10.83943112,14.95914823
0,Pt,13.05544072,10.83943112,17.87365282
0,Pt,8.33967323,10.83943112,14.95914823
0,Pt,8.33967323,10.83943112,17.87365282
0,Pt,9.24030468,13.19731487,16.41640053
0,Pt,12.15480927,13.19731487,16.41640053
0,Pt,9.24030468,8.48154738,16.41640053
0,Pt,12.15480927,8.48154738,16.41640053
0,Pt,10.69755697,9.38217883,18.77428427
1,O,6.20902780,15.18406951,3.42436670
1,O,13.15425389,13.24576185,6.95884443
1,O,3.33689623,8.49082982,3.01234483
1,O,8.17996502,9.44660028,4.80699890
1,O,14.49762864,17.95314485,4.61506851
1,O,1.60687167,10.58455379,11.61193665
1,O,-0.05056187,16.48744758,10.91861275
1,O,13.84956334,2.81898993,6.65510461
1,Si,7.63107157,8.31384655,3.75926143
1,Si,4.81162765,14.42020448,3.08448146
1,Si,6.37645182,14.76638532,10.69435772
1,Si,7.76970690,15.57081066,3.61128206
1,Si,6.17932284,17.71437339,10.01562002
1,Si,9.55568397,12.16032284,7.77511444
1,O,4.57208960,19.65193607,7.19027501
1,O,18.25340643,11.13514773,3.28292583
1,O,8.77516446,16.39814340,7.33407967
1,O,11.14661081,11.77459482,7.85803252
1,O,2.46363505,11.24736243,7.03770983
1,O,12.20893449,12.95959313,11.91127198
1,O,9.30166119,13.76799014,7.71404563
1,O,2.46229557,9.39816691,9.25034367
1,Si,8.35202454,2.12154308,9.95782584
1,Si,13.24910299,3.81436824,7.81810899
1,O,11.08121838,15.58826428,8.38929299
1,O,6.82432208,20.90160864,6.87066052
1,O,6.87570237,18.26850989,6.45758101
1,O,17.81615530,18.47002520,9.05919019
1,O,20.67890755,5.73568039,10.15710822
1,O,21.03326998,0.74940443,10.20105218
1,O,0.09726158,0.43399089,5.82221963
1,O,2.06562789,6.41224322,3.91431154
1,Si,19.65523419,0.86022362,9.37331510
1,Si,1.60248204,16.45473600,10.91689617
1,Si,17.23349322,16.24625230,12.33945876
1,O,12.80955453,14.94413977,10.32169495
1,O,9.15125560,12.06738583,11.69134592
1,O,16.98325020,6.89480073,5.50380525
1,O,1.15051576,4.69929545,8.65360615
1,O,11.37959738,14.80941788,3.29649280
1,Si,17.51001748,11.23636814,4.74093636
1,Si,8.85805134,18.00592864,2.28355831
1,Si,11.34684837,8.34504937,5.47461387
1,Si,9.76052546,7.21019533,11.90923037
1,Si,14.10380897,14.36607130,6.21949544
1,Si,9.91643528,15.21050169,7.31145865
1,Si,16.36919108,8.44436784,5.37397895
1,O,3.18239203,13.18360541,8.56950125
1,O,11.63517993,3.61818925,7.89551108
1,O,15.37200405,8.80673624,6.62521532
1,O,10.94727753,20.33170002,4.58953249
1,O,5.20146262,18.51512563,3.29882737
1,O,13.47281348,15.87043486,6.05193265
1,O,15.77820409,19.20054974,2.60159738
1,O,15.22779503,18.33514225,9.31775562
1,O,15.47792817,14.48198009,7.06843569
1,Si,18.34444574,16.62400054,4.35731694
1,Si,18.46689678,19.73375858,8.30092861
1,O,4.90089581,6.34540099,6.07918771
1,O,2.53180422,1.35441852,3.34543953
1,O,11.95495285,3.63240392,10.92795356
1,O,16.96310060,14.75366666,11.73987424
1,O,4.20072593,6.01390592,8.57773459
1,O,13.20498016,11.42687181,4.43622108
1,Si,18.82816336,11.43523587,10.93796827
1,O,7.05236748,9.91950583,7.16605257
1,O,7.01515873,7.01607696,4.52780198
1,O,6.23871554,20.68593584,4.27734526
1,O,10.77978164,12.58508394,4.56535752
1,O,18.36330957,9.86933235,10.72197070
1,O,12.64688756,1.14673800,9.94377963
1,Si,13.15570800,2.60899652,10.45534303
1,Si,16.47325901,21.19158793,6.18921303
1,Si,12.76542126,11.99116682,7.95459868
1,Si,13.28008601,13.42019801,10.75650268
1,Si,20.58532169,1.65494149,6.43777662
1,Si,6.94312455,3.08887112,4.28447170
1,Si,6.19071146,19.44686290,7.36363523
1,O,9.48268776,2.99275774,6.46904793
1,O,10.79652501,16.77834586,10.78519521
1,O,10.80193729,8.45189386,11.66066386
1,O,2.11779475,17.97344223,10.54078023
1,O,6.65307262,9.01895348,9.59147236
1,O,16.62364919,2.79876685,11.36234595
1,O,10.49899806,15.01631227,5.78777219
1,O,-0.07827165,19.08415297,5.48027136
1,O,18.77551682,16.40431694,12.82402893
1,O,13.17300076,12.43068225,9.46382354
1,Si,15.88487560,18.68499344,4.15634338
1,Si,16.67507822,14.64513423,8.14756145
1,Si,20.37004266,18.10584132,6.36104170
1,O,16.98301400,17.48485864,4.18842420
1,O,18.62226469,7.22713025,11.00531330
1,O,17.48894992,9.69431418,5.36042390
1,O,13.48667636,5.44529612,7.72023884
1,O,19.22184629,17.47177344,5.41342369
1,O,18.75764668,2.07986257,9.97360937
1,Si,15.57010787,2.04533347,12.34283169
1,Si,3.43001146,18.80159334,11.14667975
1,Si,1.57983123,0.25342539,2.62065248
1,O,9.60893561,19.31700368,10.85633483
1,O,2.17373497,1.24777185,10.68802758
1,O,0.76774600,9.34136252,7.06661195
1,O,12.79407465,17.39580586,9.28048996
1,O,0.01788696,2.97870712,6.86802789
1,O,4.71624035,6.20348921,3.49857412
1,Si,9.94821441,6.93176948,7.81437480
1,Si,0.77004259,5.98756966,9.58317392
1,Si,10.02155360,3.77233010,7.78779573
1,Si,4.22152677,7.07991796,7.34515203
1,Si,1.78043801,13.98075044,8.94822592
1,Si,2.95538408,2.90194953,3.58947392
1,O,9.45111845,18.49462314,5.86229153
1,O,8.64552671,0.05978150,5.05020411
1,O,2.54701447,2.89692186,7.26947551
1,O,2.19431499,20.15099682,6.12001318
1,O,6.51100689,18.86061381,8.86564057
1,O,7.88064942,16.55259620,4.88178567
1,O,12.51984838,0.58404731,7.33488549
1,O,6.64592233,1.77128740,5.23198731
1,Si,0.91752712,10.90471191,6.67688265
1,O,8.71575865,7.59393139,8.63458656
1,O,10.83886768,4.45215111,4.73216951
1,O,14.52196278,6.82398778,2.16953911
1,O,18.03392380,15.08301835,4.86597280
1,O,18.09010569,14.34064503,7.41321759
1,O,13.09794975,5.22378691,3.74950008
1,O,8.25689019,16.47973171,2.32766837
1,Si,8.24071925,17.43544355,6.17494749
1,O,8.75878154,0.54901315,10.22350505
1,O,6.70985506,11.52639278,10.85069576
1,O,5.10523711,2.82768347,7.44537511
1,Si,9.97187981,20.89783677,10.50256083
1,Si,13.76226854,18.54395015,8.68592672
1,Si,5.74767122,6.00605937,4.73751910
1,Si,13.77368148,0.88203412,3.24897006
1,Si,12.36583512,21.36697076,8.83845249
1,Si,3.46314385,10.09911534,3.05993528
1,Si,11.59439748,11.23063028,4.11038409
1,Si,9.99858922,0.23134277,4.16819600
1,O,15.93064727,11.64192958,4.58065773
1,O,13.40829084,0.93129325,4.83778538
1,O,17.41932930,20.49376042,7.31014053
1,O,3.25847364,8.46408429,11.53102127
1,O,1.18826182,15.43720642,5.16179931
1,O,14.42117952,13.79639538,4.71963419
1,O,15.05240357,0.30748026,6.82849914
1,O,13.78302312,18.35311485,7.06985560
1,Si,17.15349850,5.44689759,4.65461139
1,Si,14.46894935,5.35953684,2.89066776
1,O,8.91383645,7.78947756,2.86150299
1,O,10.84613551,5.61627371,2.30708372
1,O,19.73923863,19.07517004,7.50767930
1,O,11.41858227,7.15375899,4.37251636
1,O,8.54491466,3.26228451,4.02831451
1,O,16.64568580,16.14919552,8.74121102
1,O,13.52957238,20.73320490,2.68376569
1,O,4.05274044,11.00338269,10.81973688
1,O,1.06038019,14.55787333,7.60687781
1,Si,11.99357466,5.23723869,11.33710231
1,Si,10.57796960,18.17576649,11.63365513
1,Si,1.28268838,3.92193168,7.23169378
1,Si,3.26464866,0.34127320,9.91000011
1,O,18.92253874,20.79538608,9.44769124
1,O,3.93714298,0.74121501,6.32917193
1,O,6.97697261,2.07536994,9.10703764
1,O,0.68955814,12.96488117,9.66435429
1,O,19.49905172,2.17294472,5.33669435
1,Si,17.93547948,2.45340328,4.97049351
1,Si,20.98136017,11.85967024,9.12546630
1,Si,6.24472697,19.72353316,2.95642647
1,Si,18.22276943,3.00613310,11.19264497
1,Si,5.22543663,12.06360255,11.33954664
1,Si,0.80994923,20.43725938,5.31338814
1,O,9.40862110,3.02805826,9.09579426
1,O,3.86735982,2.98027910,4.96235153
1,O,2.73195658,21.18668877,8.46707079
1,O,7.22930474,17.94727508,11.24704964
1,Si,3.37769798,20.76974362,7.03060357
1,Si,5.43464712,2.55140307,9.02729293
1,Si,0.92696113,11.78699574,3.64476894
1,Si,16.76348047,1.46275514,2.34440875
1,O,6.30720452,2.83743834,2.76720333
1,O,18.37137504,5.67761764,3.60682488
1,O,19.21465079,16.51615602,2.96242800
1,O,2.11641588,15.23503203,9.93837904
1,O,10.13721993,18.10728903,3.31625829
1,O,9.75310855,0.21967405,2.54954450
1,O,4.66518786,17.97777744,10.50056350
1,O,17.12143251,1.19175625,5.63638855
1,Si,7.55182419,7.64104059,9.77844848
1,Si,1.87545617,14.88129614,3.79302360
1,O,20.30648200,14.33345697,6.01612925
1,O,6.61612796,6.29527727,9.65704379
1,O,19.86033133,1.10940610,7.77993901
1,O,17.48080307,12.24364473,11.42119288
1,O,7.72022897,13.91102921,10.23473577
1,O,10.47725592,5.86966074,11.24498618
1,Si,3.87075111,2.36599825,6.48234267
1,Si,5.89818632,9.64723437,8.25328878
1,Si,3.31315329,6.86681361,2.96597008
1,Si,11.86632900,16.14499053,9.70880560
1,Si,5.15238892,5.58146491,9.83047107
1,O,14.08204982,2.35243314,11.75499226
1,O,19.42563547,12.18176687,9.57835094
1,O,20.89894774,11.81673966,2.84758467
1,O,10.83869447,20.87667040,9.11219196
1,O,8.77688133,14.29274289,3.85881116
1,O,8.20179928,2.78610044,11.44578393
1,O,10.13819060,7.87812789,6.48633125
1,O,0.60278502,11.23645057,5.13230562
1,O,1.96371925,10.75549069,2.92829045
1,O,4.52863155,12.59960520,6.26869140
1,Si,14.99504813,8.35309404,2.44194813
1,Si,18.69551937,14.01363371,5.93975189
1,Si,10.62674289,18.72724954,4.75671877
1,Si,8.09666503,12.31965388,10.47097851
1,O,20.97189103,5.42012115,4.19163811
1,O,4.16997362,10.58013887,4.46958676
1,O,7.77888598,19.16970142,2.68497529
